trial,trial_seed,success,bls_max_power,bls_best_period,bls_best_duration,bls_best_epoch,tcf_max_score,tcf_best_raw_pooled_score,tcf_best_period,tcf_best_duration,tcf_best_epoch,tcf_valid_transit_events,tcf_positive_event_fraction,error
93,7775714338975520178,True,0.0012318019610701,12.995995995995996,0.2125,453.55497690278133,10.8660486714777,7.901599404245472,14.626162616261626,0.1636904761904762,452.03988532778186,6,0.8333333333333334,
94,13835856829938078651,True,0.0013066382737926,14.13113113113113,0.2125,444.39247690278137,11.740522007317471,8.985137998028907,9.82228222822282,0.2648809523809524,451.90377790145857,8,0.75,
95,2394934314727631938,True,0.001146550330779,14.76176176176176,0.2625,448.15497690278136,9.43584412282695,7.484349974836149,14.784378437843785,0.1636904761904762,448.2182955057545,7,1.0,
96,8701617320270248586,True,0.0011316620448428,13.03803803803804,0.2125,451.4112269027813,8.142478468318238,5.528559554042754,11.24202420242024,0.3154761904761904,453.38820592211187,7,0.8571428571428571,
97,1767470487946089827,True,0.0014576872761622,14.08908908908909,0.2625,456.13622690278135,9.080852509227205,5.799622171135212,14.105310531053105,0.3660714285714285,456.2152810232555,5,0.6,
98,1415059446749479877,True,0.0013271593191523,11.384384384384385,0.36875,453.63935190278136,8.146378661341098,7.354100421822104,10.928392839283928,0.2142857142857142,453.9237420728565,7,0.8571428571428571,
99,17235899824221508290,True,0.0008853285837352,11.972972972972974,0.2625,452.74247690278133,8.971930113308805,6.467669526412211,13.686668666866684,0.3154761904761904,454.62851386335376,7,0.8571428571428571,
100,9877358317189764559,True,0.0008085952738725,11.468468468468467,0.1125,444.63622690278135,7.929512975859923,8.505963395024656,9.615061506150616,0.2648809523809524,452.1461580739012,9,0.8888888888888888,
101,3676720982380080151,True,0.0013571271263432,13.22022022022022,0.41875,444.28935190278133,13.016041782023969,8.456148638044876,14.599559955995598,0.3154761904761904,444.5993291128623,5,0.8,
102,3555705202506528948,True,0.0009871597981811,14.985985985985986,0.2625,451.2237269027813,7.888460760210062,7.87021528502336,11.818881888188818,0.2142857142857142,452.62566642384667,7,0.8571428571428571,
103,13456902492169009025,True,0.0010230874678145,13.402402402402402,0.0625,446.64247690278137,8.249453015086125,5.501147627308272,10.28992899289929,0.3154761904761904,451.31495390246545,9,0.7777777777777778,
104,6441429246316549596,True,0.0010135476309357,13.696696696696696,0.2125,453.24872690278136,8.793627542827403,7.514534704207364,8.737173717371736,0.4166666666666667,449.5885729551436,9,0.8888888888888888,
105,6198472066890464783,True,0.0010005820093673,14.313313313313314,0.0625,447.0987269027813,16.590086176548013,12.342176700342817,14.312531253125313,0.1130952380952381,447.1356840985009,3,1.0,
106,8146294657389902808,True,0.0009842714384712,12.883883883883884,0.0625,447.3487269027813,14.348009005449876,11.380232446809158,13.84068406840684,0.2648809523809524,454.5915053680883,6,0.6666666666666666,
107,13204116271378826632,True,0.0008100101705431,12.02902902902903,0.1125,449.39872690278133,8.553461593448334,8.570045643916464,12.849384938493849,0.0625,449.6811735228408,6,0.8333333333333334,
108,10367130582373872507,True,0.0012509158238855,12.911911911911911,0.2625,451.86747690278133,9.372657079982275,6.453740220594589,12.867586758675868,0.3154761904761904,452.1145953547059,7,0.7142857142857143,
109,14196120158055349811,True,0.0007797825739524,12.631631631631633,0.1625,451.20497690278137,10.187964025405936,8.232639976148265,13.349234923492348,0.3660714285714285,451.32969790638464,5,0.8,
110,5207389867662173897,True,0.0011749335187701,7.67067067067067,0.1625,447.6924769027813,8.37620546159843,5.7603625293461125,13.423442344234424,0.1130952380952381,454.6109565417052,7,0.7142857142857143,
111,15614127763192053176,True,0.0012443659983517,13.388388388388387,0.2625,451.61122690278137,8.317221756034025,9.345804973880592,10.961996199619962,0.2142857142857142,448.046116359211,7,1.0,
112,3376240511703285849,True,0.0008357578244835,14.9019019019019,0.0625,452.73622690278137,8.266907857371688,6.884576954573557,7.988098809880988,0.3660714285714285,444.4808145459172,10,1.0,
113,11009492187197204475,True,0.0012309781352224,7.474474474474475,0.2625,447.5049769027813,13.033501731076663,10.70687289796498,14.364336433643365,0.4166666666666667,455.7034625381514,5,1.0,
114,14609117968214636037,True,0.0011619131585194,12.001001001001,0.2125,453.14247690278137,8.081627537378704,8.491855191487579,14.543554355435544,0.4166666666666667,457.80352193284614,6,0.8333333333333334,
115,12526988464363838859,True,0.0010656176951154,6.801801801801802,0.2625,444.95497690278137,8.007290378577506,7.110558567475025,10.497149714971496,0.3660714285714285,451.7713496059216,8,0.625,
