target_id,quarter,injection_index,selection_group,injected_period_days,injected_duration_hours,injected_depth,noise_quartile,robust_flux_scatter_ppm,gap_fraction,candidate_count,exact_candidate_set,harmonic_candidate_set,bls_harmonic_candidate,tcf_harmonic_candidate,bls_rank1_candidate_period_days,tcf_rank1_candidate_period_days,xgboost_rank1_candidate_period_days,xgboost_exact_rank1,depth_bin,duration_bin,period_bin
2721030,5,0,confirmed_planet_host,2.0,2.0,0.0005,high_scatter,564.1063681281146,0.0319378506689684,10,True,True,True,False,6.102367455818607,5.052017339113038,6.102367455818607,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(1.999, 4.0]"
2721030,5,6,confirmed_planet_host,5.0,2.0,0.0005,high_scatter,564.1063681281146,0.0319378506689684,10,True,True,False,True,6.102367455818607,14.775925308436149,6.102367455818607,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(4.0, 6.667]"
2721030,5,7,confirmed_planet_host,5.0,2.0,0.001,high_scatter,564.1063681281146,0.0319378506689684,8,True,True,True,True,6.102367455818607,14.771257085695233,6.102367455818607,False,"(0.00075, 0.001]","(1.999, 3.333]","(4.0, 6.667]"
2721030,5,8,confirmed_planet_host,5.0,4.0,0.0005,high_scatter,564.1063681281146,0.0319378506689684,10,True,True,True,True,6.102367455818607,5.052017339113038,6.102367455818607,False,"(-0.0005, 0.00075]","(3.333, 5.333]","(4.0, 6.667]"
2721030,5,10,confirmed_planet_host,5.0,8.0,0.0005,high_scatter,564.1063681281146,0.0319378506689684,10,True,True,True,True,6.097699233077693,14.775925308436149,6.097699233077693,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(4.0, 6.667]"
2721030,5,13,confirmed_planet_host,10.0,2.0,0.001,high_scatter,564.1063681281146,0.0319378506689684,10,True,True,True,True,6.102367455818607,13.524841613871292,6.102367455818607,False,"(0.00075, 0.001]","(1.999, 3.333]","(6.667, 10.0]"
2721030,5,15,confirmed_planet_host,10.0,4.0,0.001,high_scatter,564.1063681281146,0.0319378506689684,10,True,True,True,True,6.102367455818607,5.052017339113038,6.102367455818607,False,"(0.00075, 0.001]","(3.333, 5.333]","(6.667, 10.0]"
2721030,5,16,confirmed_planet_host,10.0,8.0,0.0005,high_scatter,564.1063681281146,0.0319378506689684,10,True,True,True,True,6.097699233077693,5.052017339113038,6.097699233077693,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(6.667, 10.0]"
2831055,5,12,confirmed_planet_host,10.0,2.0,0.0005,lowest_scatter,284.85392005780625,0.0321536469572723,10,True,True,False,True,10.350450150050015,10.373791263754583,10.373791263754583,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(6.667, 10.0]"
2832589,5,15,confirmed_planet_host,10.0,4.0,0.001,highest_scatter,5321.4752031346225,0.0321536469572723,10,True,True,True,False,10.677225741913972,13.515505168389463,6.989329776592198,False,"(0.00075, 0.001]","(3.333, 5.333]","(6.667, 10.0]"
2832589,5,16,confirmed_planet_host,10.0,8.0,0.0005,highest_scatter,5321.4752031346225,0.0321536469572723,10,True,True,True,False,10.677225741913972,13.515505168389463,6.989329776592198,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(6.667, 10.0]"
2832589,5,17,confirmed_planet_host,10.0,8.0,0.001,highest_scatter,5321.4752031346225,0.0321536469572723,10,True,True,True,False,9.99566522174058,2.7505835278426143,4.319106368789597,False,"(0.00075, 0.001]","(5.333, 8.0]","(6.667, 10.0]"
2557816,5,12,confirmed_planet_host,10.0,2.0,0.0005,low_scatter,345.18407079687677,0.0321536469572723,10,True,True,True,False,9.37945981993998,7.1247082360786935,9.37945981993998,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(6.667, 10.0]"
2571238,5,6,confirmed_planet_host,5.0,2.0,0.0005,lowest_scatter,136.43715443867333,0.0321536469572723,6,True,True,True,True,9.286095365121708,9.286095365121708,9.286095365121708,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(4.0, 6.667]"
2571238,5,12,confirmed_planet_host,10.0,2.0,0.0005,lowest_scatter,136.43715443867333,0.0321536469572723,7,True,True,True,True,9.286095365121708,9.286095365121708,9.286095365121708,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(6.667, 10.0]"
2581316,5,3,confirmed_planet_host,2.0,4.0,0.001,lowest_scatter,202.40798946213667,0.0319378506689684,10,True,True,True,True,13.972990996999,5.999666555518506,5.999666555518506,False,"(0.00075, 0.001]","(3.333, 5.333]","(1.999, 4.0]"
