configuration,transit_window,center_time,time,phase_days,normalized_flux,injected_flux,in_transit,predicted_background,filtered_background,kalman_residual,kalman_gain
mle_injected_reference,2,534.5112269027813,534.851947672083,0.34072076930169715,-9.80044981235828e-06,-9.80044981235828e-06,False,4.974506144268194e-06,-7.116359016802235e-06,-1.4774955956626475e-05,0.8183351068229582
fixed_q_over_r_0.001,2,534.5112269027813,534.1776249810573,-0.33360192172403913,-5.7216498904333335e-06,-5.7216498904333335e-06,False,-6.00775119776306e-05,-5.837179827731544e-05,5.4355862087197267e-05,0.03138049209078619
fixed_q_over_r_0.001,2,534.5112269027813,534.1980590015446,-0.31316790123673854,-8.559814836084367e-05,-8.559814836084367e-05,False,-5.837179827731544e-05,-5.922574952910172e-05,-2.7226350083528234e-05,0.03136488178424313
fixed_q_over_r_0.001,2,534.5112269027813,534.2184930215735,-0.2927338812078233,9.273604822412906e-05,9.273604822412906e-05,False,-5.922574952910172e-05,-5.4461711438708556e-05,0.0001519617977532308,0.03135023513034135
fixed_q_over_r_0.001,2,534.5112269027813,534.2389270416024,-0.27229986117890803,9.460549818873787e-06,9.460549818873787e-06,False,-5.4461711438708556e-05,-5.245861199495746e-05,6.392226125758234e-05,0.031336492238273034
fixed_q_over_r_0.001,2,534.5112269027813,534.2593610616241,-0.25186584115726873,-8.865724830220412e-05,-8.865724830220412e-05,False,-5.245861199495746e-05,-5.359248349013966e-05,-3.6198636307246654e-05,0.031323596987414805
fixed_q_over_r_0.001,2,534.5112269027813,534.2797950811873,-0.23143182159401476,-3.0534349415245465e-05,-3.0534349415245465e-05,False,-5.359248349013966e-05,-5.2870498799201955e-05,2.3058134074894194e-05,0.03131149678428674
fixed_q_over_r_0.001,2,534.5112269027813,534.3002291007506,-0.2109978020307608,8.922374829145596e-05,8.922374829145596e-05,False,-5.2870498799201955e-05,-4.842292864015834e-05,0.0001420942470906579,0.03130014233585407
fixed_q_over_r_0.001,2,534.5112269027813,534.3206631203066,-0.19056378247478278,5.172144900944531e-05,5.172144900944531e-05,False,-4.842292864015834e-05,-4.5289462393705634e-05,0.00010014437764960366,0.031289487437991
fixed_q_over_r_0.001,2,534.5112269027813,534.3410971394042,-0.1701297633771901,-1.8694499641647155e-06,-1.8694499641647155e-06,False,-4.5289462393705634e-05,-4.393130660217405e-05,4.342001242954092e-05,0.031279488778026235
fixed_q_over_r_0.001,2,534.5112269027813,534.361531058501,-0.14969584428035887,-5.38174989694884e-06,-5.38174989694884e-06,False,-4.393130660217405e-05,-4.272585788737179e-05,3.854955670522521e-05,0.03127010575036953
